"name","year","undergraduate_enrollment","tuition_and_fees_2018_19","institution_size_category","level_of_institution","degree_of_urbanization_urban_centric_locale","mean_enrollment","mean_african_american","mean_asian","mean_hispanic","mean_white","mean_women","mean_admitted","quantiles_women","quantiles_admission"
"Ecclesia College",2011,141,NA,"Under 1,000","Four or more years","Rural",203.444444444444,9.55555555555556,1.11111111111111,7.88888888888889,61,40,51.3333333333333,"25 to 49%","25 to 49%"
"Rasmussen College-Illinois",2011,1959,NA,"1,000 - 4,999","Four or more years","City",1742.66666666667,24.3333333333333,2.11111111111111,11.3333333333333,50,82,83,"75 to 100%","75 to 100%"
"Visible Music College",2011,126,NA,"Under 1,000","Four or more years","City",122.111111111111,18.6666666666667,1,8.11111111111111,66.5555555555556,35,78.3333333333333,"25 to 49%","75 to 100%"
"The Art Institute of Raleigh-Durham",2011,914,NA,"Under 1,000","Four or more years","City",635.75,43.25,0.875,7.75,31.625,52,48,"50 to 74%","50 to 74%"
"Chamberlain University-Illinois",2011,1356,NA,"1,000 - 4,999","Four or more years","Suburb",10876.8888888889,10.5555555555556,9.11111111111111,10.3333333333333,50.8888888888889,90,66.4444444444444,"75 to 100%","50 to 74%"
"South University–Virginia Beach",2011,348,NA,"Under 1,000","Four or more years","City",483.111111111111,48.4444444444444,4.55555555555556,8.88888888888889,32.5555555555556,77,47,"75 to 100%","50 to 74%"
"Alabama A & M University",2010,4940,NA,"5,000 - 9,999","Four or more years","City",4551,93.2222222222222,0,0.666666666666667,2.66666666666667,54,70,"50 to 74%","50 to 74%"
"Judson College",2010,322,NA,"Under 1,000","Four or more years","Rural",337.888888888889,16.7777777777778,1.11111111111111,1.66666666666667,75.2222222222222,97,66.3333333333333,"75 to 100%","75 to 100%"
"Grand Canyon University",2010,21657,NA,"20,000 and above","Four or more years","City",38399.2222222222,17.8888888888889,3.33333333333333,14.5555555555556,42.1111111111111,74,58,"50 to 74%","75 to 100%"
"Arkansas State University-Main Campus",2010,10051,NA,"10,000 - 19,999","Four or more years","City",9852.44444444445,14.1111111111111,1,2.33333333333333,73.6666666666667,58,70.3333333333333,"50 to 74%","50 to 74%"
"Azusa Pacific University",2010,5511,NA,"5,000 - 9,999","Four or more years","Suburb",5908.33333333333,5,8.77777777777778,25.1111111111111,46.4444444444444,65,65.7777777777778,"50 to 74%","50 to 74%"
"California Baptist University",2010,3798,NA,"1,000 - 4,999","Four or more years","City",6024.77777777778,7.88888888888889,4.88888888888889,30.8888888888889,43.6666666666667,63,73.6666666666667,"50 to 74%","50 to 74%"
"California Institute of Technology",2010,967,NA,"1,000 - 4,999","Four or more years","City",976.777777777778,1.33333333333333,41.6666666666667,10.6666666666667,30.2222222222222,40,10.1111111111111,"25 to 49%","0 to 24%"
"California State University-Long Beach",2010,27534,NA,"20,000 and above","Four or more years","City",30887.7777777778,4,22.6666666666667,37.5555555555556,20.7777777777778,57,31.8888888888889,"50 to 74%","25 to 49%"
"University of California-Los Angeles",2010,26162,NA,"20,000 and above","Four or more years","City",29182.8888888889,3.11111111111111,30.7777777777778,19.5555555555556,28.7777777777778,56,20.1111111111111,"50 to 74%","0 to 24%"
"University of California-Santa Barbara",2010,19186,NA,"20,000 and above","Four or more years","Suburb",20424.4444444444,2.22222222222222,17.7777777777778,25.1111111111111,37.8888888888889,53,39.2222222222222,"50 to 74%","25 to 49%"
"California Institute of the Arts",2010,908,NA,"1,000 - 4,999","Four or more years","Suburb",960.222222222222,6,11.3333333333333,13,44.3333333333333,55,24.2222222222222,"50 to 74%","0 to 24%"
"California State University Maritime Academy",2010,855,NA,"Under 1,000","Four or more years","City",1006.11111111111,2.55555555555556,8.66666666666667,16.6666666666667,54.3333333333333,15,69.7777777777778,"0 to 24%","75 to 100%"
"Concordia University-Irvine",2010,1558,NA,"1,000 - 4,999","Four or more years","City",1810.22222222222,3.77777777777778,6.33333333333333,19.7777777777778,51.6666666666667,62,70,"50 to 74%","50 to 74%"
"Claremont McKenna College",2010,1261,NA,"1,000 - 4,999","Four or more years","Suburb",1308.88888888889,3.77777777777778,10.8888888888889,11.7777777777778,43.4444444444444,48,11.8888888888889,"25 to 49%","0 to 24%"
"Laguna College of Art and Design",2010,415,NA,"Under 1,000","Four or more years","Rural",538,1.66666666666667,16.8888888888889,16.7777777777778,47.7777777777778,63,47.2222222222222,"50 to 74%","50 to 74%"
"The Master's University and Seminary",2010,1047,NA,"1,000 - 4,999","Four or more years","Suburb",1222.88888888889,3.22222222222222,5.66666666666667,9.11111111111111,65,47,75.1111111111111,"25 to 49%","75 to 100%"
"Mills College",2010,957,NA,"1,000 - 4,999","Four or more years","City",883.666666666667,7.88888888888889,9.88888888888889,23.2222222222222,43,100,72.2222222222222,"75 to 100%","50 to 74%"
"San Diego State University",2010,23960,NA,"20,000 and above","Four or more years","City",27912.2222222222,4,13.7777777777778,29.4444444444444,35.6666666666667,55,33.6666666666667,"50 to 74%","25 to 49%"
"William Jessup University",2010,700,NA,"Under 1,000","Four or more years","Rural",1052.88888888889,5.44444444444444,3.55555555555556,16.3333333333333,65,59,66.3333333333333,"50 to 74%","25 to 49%"
"Santa Clara University",2010,5107,NA,"5,000 - 9,999","Four or more years","City",5372.11111111111,3.11111111111111,15.1111111111111,17.4444444444444,46.7777777777778,50,52.4444444444444,"50 to 74%","50 to 74%"
"Scripps College",2010,956,NA,"Under 1,000","Four or more years","Suburb",995.444444444444,3.77777777777778,15.2222222222222,10.2222222222222,52.5555555555556,100,31.7777777777778,"75 to 100%","25 to 49%"
"Simpson University",2010,974,NA,"1,000 - 4,999","Four or more years","Rural",929.777777777778,3.55555555555556,5,13.1111111111111,61,65,55.4444444444444,"50 to 74%","50 to 74%"
"University of Southern California",2010,17380,NA,"20,000 and above","Four or more years","City",18552.7777777778,4.33333333333333,21.7777777777778,13.8888888888889,39.2222222222222,51,18.7777777777778,"50 to 74%","0 to 24%"
"Adams State University",2010,2493,NA,"1,000 - 4,999","Four or more years","Town",2213.77777777778,6.66666666666667,1.11111111111111,33,47.8888888888889,50,73.2222222222222,"50 to 74%","50 to 74%"
"University of Hartford",2010,5498,NA,"5,000 - 9,999","Four or more years","City",5218.22222222222,14.4444444444444,3.22222222222222,9.77777777777778,56.4444444444444,51,65.2222222222222,"50 to 74%","50 to 74%"
"University of Saint Joseph",2010,1059,NA,"1,000 - 4,999","Four or more years","City",974.111111111111,12.6666666666667,3.55555555555556,13.5555555555556,51.3333333333333,97,83.3333333333333,"75 to 100%","75 to 100%"
"Western Connecticut State University",2010,5960,NA,"5,000 - 9,999","Four or more years","City",5431.22222222222,9.88888888888889,3.33333333333333,14.7777777777778,64.3333333333333,53,62.5555555555556,"50 to 74%","50 to 74%"
"University of Delaware",2010,17507,NA,"20,000 and above","Four or more years","Suburb",18782.2222222222,5.66666666666667,4.55555555555556,7,74.2222222222222,57,63.3333333333333,"50 to 74%","50 to 74%"
"Trinity College of Florida",2010,201,NA,"Under 1,000","Four or more years","Suburb",207.222222222222,20.8888888888889,1,16.1111111111111,53,44,60.1428571428571,"25 to 49%","25 to 49%"
"Georgia State University",2010,23483,NA,"20,000 and above","Four or more years","City",25088.8888888889,39.8888888888889,11.8888888888889,9.11111111111111,29.6666666666667,59,58.4444444444444,"50 to 74%","50 to 74%"
"Herzing University-Atlanta",2010,630,NA,"Under 1,000","Four or more years","City",511.222222222222,72.3333333333333,8,3.77777777777778,7.88888888888889,66,88.4444444444444,"50 to 74%","75 to 100%"
"Spelman College",2010,2177,NA,"1,000 - 4,999","Four or more years","City",2148.11111111111,89.8888888888889,0,0,0,100,41.1111111111111,"75 to 100%","25 to 49%"
"Valdosta State University",2010,10794,NA,"10,000 - 19,999","Four or more years","City",9545.77777777778,35.8888888888889,1,4.88888888888889,51.4444444444444,60,61,"50 to 74%","50 to 74%"
"Blackburn College",2010,598,NA,"Under 1,000","Four or more years","Town",569.111111111111,10.3333333333333,0.666666666666667,2.22222222222222,81.6666666666667,57,59.8888888888889,"50 to 74%","50 to 74%"
"Bradley University",2010,5067,NA,"5,000 - 9,999","Four or more years","City",4719.44444444444,6.22222222222222,3.22222222222222,6.66666666666667,71.3333333333333,52,67.7777777777778,"50 to 74%","50 to 74%"
"Lewis University",2010,4257,NA,"5,000 - 9,999","Four or more years","Rural",4526.33333333333,7.11111111111111,3.55555555555556,17.4444444444444,62.5555555555556,55,59.7777777777778,"50 to 74%","50 to 74%"
"National Louis University",2010,1480,NA,"5,000 - 9,999","Four or more years","City",1636.11111111111,33.5555555555556,2.11111111111111,28.8888888888889,24.1111111111111,76,83.6666666666667,"75 to 100%","75 to 100%"
"Northwestern University",2010,9535,NA,"20,000 and above","Four or more years","City",9075.55555555555,5.66666666666667,17.3333333333333,10.1111111111111,51.1111111111111,51,15.2222222222222,"50 to 74%","25 to 49%"
"Southern Illinois University-Edwardsville",2010,11305,NA,"10,000 - 19,999","Four or more years","Suburb",11384.4444444444,14,1.88888888888889,4,74.1111111111111,53,85.4444444444444,"50 to 74%","75 to 100%"
"Trinity Christian College",2010,1491,NA,"1,000 - 4,999","Four or more years","Suburb",1286.33333333333,9,1.33333333333333,10.4444444444444,69.1111111111111,66,81.7777777777778,"50 to 74%","75 to 100%"
"Indiana University-Kokomo",2010,2978,NA,"1,000 - 4,999","Four or more years","City",3495.22222222222,4.11111111111111,1,4.22222222222222,81.7777777777778,65,71.8888888888889,"50 to 74%","75 to 100%"
"Allen College",2010,326,NA,"Under 1,000","Four or more years","Rural",359.666666666667,1.88888888888889,1.22222222222222,0.555555555555556,91.1111111111111,92,24.8571428571429,"75 to 100%","25 to 49%"
"Baker University",2010,2142,NA,"1,000 - 4,999","Four or more years","Town",1893.33333333333,9,1.44444444444444,5.55555555555556,74,56,79.6666666666667,"50 to 74%","50 to 74%"
"Kansas Wesleyan University",2010,773,NA,"Under 1,000","Four or more years","Town",711.444444444444,9.77777777777778,0.777777777777778,13.1111111111111,70.1111111111111,50,54.5555555555556,"50 to 74%","50 to 74%"
"Kentucky Mountain Bible College",2010,89,NA,"Under 1,000","Four or more years","Rural",79.7777777777778,1.77777777777778,0.111111111111111,1.22222222222222,90.7777777777778,46,54.1111111111111,"25 to 49%","25 to 49%"
"University of Kentucky",2010,19927,NA,"20,000 and above","Four or more years","City",21600.4444444444,7.44444444444444,2.44444444444444,3.55555555555556,77.4444444444444,52,80.2222222222222,"50 to 74%","50 to 74%"
"Murray State University",2010,8425,NA,"10,000 - 19,999","Four or more years","Town",8817.33333333333,6.66666666666667,1,1.77777777777778,82.1111111111111,59,82.5555555555556,"50 to 74%","50 to 74%"
"Spalding University",2010,1306,NA,"1,000 - 4,999","Four or more years","City",1285.55555555556,21.5555555555556,1.44444444444444,3.44444444444444,60.6666666666667,71,55.6666666666667,"50 to 74%","25 to 49%"
"Dillard University",2010,1187,NA,"1,000 - 4,999","Four or more years","City",1241.22222222222,90.7777777777778,0,0.555555555555556,0.222222222222222,73,43.3333333333333,"50 to 74%","25 to 49%"
"Grambling State University",2010,4405,NA,"1,000 - 4,999","Four or more years","Town",4069.11111111111,89.2222222222222,0,1.11111111111111,1.33333333333333,59,48.5555555555556,"50 to 74%","25 to 49%"
"New Orleans Baptist Theological Seminary",2010,1197,NA,"1,000 - 4,999","Four or more years","City",1131.75,16,2,9.75,48,26,88.3333333333333,"25 to 49%","75 to 100%"
"Nicholls State University",2010,6394,NA,"5,000 - 9,999","Four or more years","City",5865.44444444444,19.5555555555556,1,3,68.3333333333333,63,87.7777777777778,"50 to 74%","75 to 100%"
"Unity College",2010,584,NA,"Under 1,000","Four or more years","Rural",631.555555555556,0.888888888888889,1,2,89.6666666666667,52,86.2222222222222,"50 to 74%","75 to 100%"
"Capitol Technology University",2010,342,NA,"Under 1,000","Four or more years","Rural",416.777777777778,33.5555555555556,4.88888888888889,8.44444444444444,41.6666666666667,19,73.3333333333333,"0 to 24%","50 to 74%"
"St. Mary's College of Maryland",2010,1982,NA,"1,000 - 4,999","Four or more years","Rural",1753.33333333333,8.22222222222222,3.22222222222222,6.33333333333333,73.2222222222222,58,72.7777777777778,"50 to 74%","50 to 74%"
"Towson University",2010,17529,NA,"20,000 and above","Four or more years","City",18697.8888888889,16.7777777777778,5,5.77777777777778,62.4444444444444,60,65,"50 to 74%","50 to 74%"
"Anna Maria College",2010,1092,NA,"1,000 - 4,999","Four or more years","Rural",1093.22222222222,9.88888888888889,1.44444444444444,8.77777777777778,68,56,73.6666666666667,"50 to 74%","50 to 74%"
"Bay Path University",2010,1554,NA,"1,000 - 4,999","Four or more years","Suburb",1705,12.7777777777778,1.77777777777778,16.4444444444444,56.4444444444444,100,62.7777777777778,"75 to 100%","50 to 74%"
"Laboure College",2010,717,NA,"Under 1,000","Four or more years","City",766.555555555556,27.2222222222222,2.66666666666667,7.88888888888889,55.7777777777778,90,53.7777777777778,"75 to 100%","50 to 74%"
"Curry College",2010,2661,NA,"1,000 - 4,999","Four or more years","Suburb",2688.11111111111,9.22222222222222,1.88888888888889,5.55555555555556,66.6666666666667,61,81,"50 to 74%","50 to 74%"
"Fitchburg State University",2010,4274,NA,"5,000 - 9,999","Four or more years","Suburb",4196.66666666667,7.11111111111111,2.22222222222222,9.33333333333333,74.7777777777778,54,73.6666666666667,"50 to 74%","50 to 74%"
"Hampshire College",2010,1529,NA,"1,000 - 4,999","Four or more years","Town",1394.22222222222,4.55555555555556,2.22222222222222,10.1111111111111,64.7777777777778,60,65.4444444444444,"50 to 74%","50 to 74%"
"University of Massachusetts-Boston",2010,11568,NA,"10,000 - 19,999","Four or more years","City",12421.5555555556,15.4444444444444,12,12.5555555555556,39.1111111111111,55,68.7777777777778,"50 to 74%","50 to 74%"
"Merrimack College",2010,2074,NA,"1,000 - 4,999","Four or more years","Suburb",2957.66666666667,2.88888888888889,1.55555555555556,6.33333333333333,72.2222222222222,50,80.6666666666667,"50 to 74%","75 to 100%"
"Mount Holyoke College",2010,2332,NA,"1,000 - 4,999","Four or more years","Suburb",2235.77777777778,5.22222222222222,8.66666666666667,7.88888888888889,46.2222222222222,100,50.1111111111111,"75 to 100%","50 to 74%"
"Massachusetts College of Liberal Arts",2010,1721,NA,"1,000 - 4,999","Four or more years","Town",1519.88888888889,8.44444444444444,1.55555555555556,7.11111111111111,75,61,72.2222222222222,"50 to 74%","50 to 74%"
"Northeastern University",2010,19435,NA,"20,000 and above","Four or more years","City",14920.8888888889,4.11111111111111,10.7777777777778,6.66666666666667,47.7777777777778,51,30.2222222222222,"50 to 74%","25 to 49%"
"Smith College",2010,2588,NA,"1,000 - 4,999","Four or more years","Suburb",2562.55555555556,5.55555555555556,11.6666666666667,9.44444444444444,45.6666666666667,100,39.7777777777778,"75 to 100%","25 to 49%"
"Ferris State University",2010,13168,NA,"10,000 - 19,999","Four or more years","Town",13029.7777777778,7,1.44444444444444,4.22222222222222,78.6666666666667,52,74.1111111111111,"50 to 74%","50 to 74%"
"Martin Luther College",2010,765,NA,"Under 1,000","Four or more years","Town",805.888888888889,0.888888888888889,0.666666666666667,0.888888888888889,94.3333333333333,51,89.1111111111111,"50 to 74%","75 to 100%"
"Macalester College",2010,2033,NA,"1,000 - 4,999","Four or more years","City",2094.22222222222,2.88888888888889,6.88888888888889,6.33333333333333,64.8888888888889,60,38.1111111111111,"50 to 74%","25 to 49%"
"Minnesota State University-Mankato",2010,13395,NA,"10,000 - 19,999","Four or more years","Town",13246.6666666667,4.66666666666667,3.22222222222222,3.66666666666667,77.3333333333333,52,69.6666666666667,"50 to 74%","75 to 100%"
"Metropolitan State University",2010,6969,NA,"5,000 - 9,999","Four or more years","City",7401.11111111111,17.5555555555556,12.5555555555556,5.22222222222222,56.6666666666667,57,89.6666666666667,"50 to 74%","75 to 100%"
"North Central University",2010,1381,NA,"1,000 - 4,999","Four or more years","City",1206,3.77777777777778,1.77777777777778,5.44444444444444,70.5555555555556,57,80.4444444444444,"50 to 74%","50 to 74%"
"College of Saint Benedict",2010,2082,NA,"1,000 - 4,999","Four or more years","Suburb",1992.11111111111,2.22222222222222,5.55555555555556,5.33333333333333,81,100,79.4444444444444,"75 to 100%","75 to 100%"
"Saint Mary's University of Minnesota",2010,2114,NA,"5,000 - 9,999","Four or more years","Town",1809.88888888889,6.11111111111111,2.22222222222222,5.44444444444444,59.2222222222222,54,75.8888888888889,"50 to 74%","50 to 74%"
"Cox College",2010,597,NA,"Under 1,000","Four or more years","City",745.666666666667,1.77777777777778,1.55555555555556,1.66666666666667,91,87,75.2222222222222,"75 to 100%","75 to 100%"
